airline,name,retweet_count,text,user_timezone
Southwest,brian_willie,0,"@SouthwestAir it's not fun having a delay from Nashville to Las Vegas, but the crew at the gate C9 desk has been AWESOME! #patience #luvswa",Eastern Time (US & Canada)
US Airways,sebastian_mcfox,0,@USAirways but the automated message says the line is too busy to join the queue! #stuckintheloop,nan
United,SleazyC_,1,@united flight UA5631 from SFO to Burbank has been delayed twice now. Still no plane in sight. Get it together.,Pacific Time (US & Canada)
US Airways,ibeejd,0,"@USAirways job well done from your Philly employee running check,in today. (Tabitha?) helped us in an emergency &amp; vacation saved!!!",America/New_York
US Airways,caneryilmz,0,@USAirways no i use to skyscanner and travel agency and i called u . You said you should call travel agency but,nan
US Airways,OthalieGraham,0,@USAirways thank you! You have always been so good to me. I will follow up.,nan
Southwest,cej1124,0,@SouthwestAir Hi! Just got my TSA pre-check # &amp; put it in my acct. But it's not on my boarding pass for a flight this p.m.Can it be updated?,Central Time (US & Canada)
US Airways,ClaudOakeshott,0,@USAirways you can't control the weather but you can control customer service. Without luggage for 24 hours &amp; still yet to speak to a human.,nan
Delta,vincenzolandino,0,@JetBlue we don't need anybody else!,Eastern Time (US & Canada)
US Airways,laurencecharles,0,@USAirways Only the JFK baggage office is open to help re-book all of us on Cancelled Flightled flight 3121 to DCA. Shameful.,Eastern Time (US & Canada)
American,MEGENTRIPODI,0,@AmericanAir yikes.,nan
United,joshanon,0,"@United appreciate the early arrival of UA1002, but any chance ORD will ever bring the bags out?",Pacific Time (US & Canada)
United,sothenbethsaid,1,"@united has not responded to my various requests for contact numbers, does anyone know the UK customer service number for #UnitedAirlines",London
American,raymackin,0,@AmericanAir Took a flight yesterday fron TPA-DFW-AUS. Bag went to IAH. Today bag went to IAH-DFW and then back to IAH. Still no bag!,Eastern Time (US & Canada)
US Airways,yorkshire2002,1,@USAirways @Beamske But maybe I can be on hold for 30 minutes again. That would be just as amazing.,Eastern Time (US & Canada)
US Airways,tannapistolis,0,@USAirways now telling me I don't have the correct tag for my luggage!!! My luggage apparently is not in LA or Charlotte. This is not ok!!,Eastern Time (US & Canada)
US Airways,The_BlueAnchor,0,@USAirways we called and were able to get rescheduled. Thank you for the quick responses today!!,Central Time (US & Canada)
US Airways,VictorJDH,0,@USAirways what's your pet policy?,Eastern Time (US & Canada)
American,puga203,0,@AmericanAir Dallas/Fort Worth flight number 5320,nan
Delta,emptynester25,0,@JetBlue they are now being sent off the plane? Does anyone at JetBlue have a clue?,nan
Delta,JefferyAArnold,0,"@JetBlue poor storm customer service, 1hr takeoff delay waiting for the snack cart, rude steward (no names) and I love you guys. #TrueBlue",Pacific Time (US & Canada)
American,ProConPartners,0,@AmericanAir Same as yesterday's Cancelled Flighted flight. AA104. Your customer support is just awful!,nan
US Airways,CraigHall19701,0,@USAirways baggage drop at phl b/c is incredibly backed up... unacceptable service,Eastern Time (US & Canada)
Delta,Blacknificence,0,We didn't need this. RT @JetBlue: Our fleet's on fleek. http://t.co/cpZB285o71,Central Time (US & Canada)
American,MilesWittBoyer,0,@AmericanAir calling at 1am to tell me my flight has been rescheduled 12 hours Late Flightr than it was supposed be to seems like a bad solution,nan
Delta,BookerWoodfox,0,@JetBlue is amazing. Had a short delay. They gave me $150 credit! It was literally pretty much my fault I missed the flight.,Eastern Time (US & Canada)
Southwest,_missjoannalee,0,@SouthwestAir following. Thank you.,Pacific Time (US & Canada)
American,mcconnell_km,0,@AmericanAir it is absolutely unacceptable.  I have been calling all day and am hung up on every time. I just need a 5 minute bit of help!,Central Time (US & Canada)
United,_Emilky_,0,"@United fucked up, then voided my ticket, and KEPT MY MONEY.  Not even an apology. I will never fly with your airline again. #UnitedAirlines",London
Southwest,NieBee,0,"@SouthwestAir PWM direct to Orlando on Saturdays, why is this only happening in March? I thought it was going to be a permanent thing. :(",Eastern Time (US & Canada)
United,Meyer47,0,@united what is that going to do for you? Nothing just like you always do,nan
US Airways,BritalmegChris,0,@USAirways so upset with customer service. I have a simple question and the phone system has disconnected me all day today and yesterday.,nan
US Airways,terryheubert,0,@USAirways #flight4592 LET US OFF THIS PLANE!!!  please go to a gate.  This is absurd.,Eastern Time (US & Canada)
American,weezerandburnie,0,@AmericanAir @cnnbrk they didn't address the assult or drinks spilled on her  the drunk passenger had to have a wheelchair to get off plane,nan
Delta,meadonmanhattan,0,@JetBlue trivia contest to win flight. 1 question. RT and Follow &amp; I'll send you answer to enter. http://t.co/AucSYKFUHD via @WSJPlus,Eastern Time (US & Canada)
United,dlm_3,1,@united that may be true however after 4 weeks matter is still unresolved and I can not get through to a supervisor or manager to help,Eastern Time (US & Canada)
US Airways,swatkins_44,0,@USAirways - I'm currently missing a basketball game due to your lost bag policy #terribleservice #wheresmyrefund,Quito
American,danjambrands,0,@AmericanAir please improve business extra flight reservation process. can't book online?  what century are we in? 25 min+ on hold,Atlantic Time (Canada)
US Airways,ElaineLibrarian,0,.@USAirways we r rebooked. got conflicting info abt baggage. Y no extra plane batteries on hand? Y no comped admirals club for 9 hr wait?,Central Time (US & Canada)
US Airways,staciesater,0,@USAirways is anyone working today?? Anyone want to pick up a phone?,Central Time (US & Canada)
Delta,thedanband,0,"@JetBlue yes, but it hurt my feelings to walk by MINT. A fella can dream. #happy4them",Pacific Time (US & Canada)
United,PAIGER33,2,"@united unfortunately, that doesn't help. Just an automated computer.",Central Time (US & Canada)
United,xtin_t,0,@United how is it that I book a flight with a reserved seat and then go to check in and find out I have no seat?  WTF.,Mountain Time (US & Canada)
United,fortytoo,0,"@united for an early flt, I think a call is appropriate. Yes, reviewed and nada avail until next day. Expect full refund",Pacific Time (US & Canada)
Southwest,sahandmirza,0,@SouthwestAir just got a call apologizing personally for the long waits last week trying to rebook flights. Class act. I appreciate that!,nan
Southwest,BuckeyePatricia,0,"@SouthwestAir allows you to change a flight once for no fee, yay! I will always book flights with them. @AmericanAir changes you $200",Eastern Time (US & Canada)
United,gwen1013,0,@united I was on UA3782 and it was Cancelled Flightled. I'm waiting at customer service.,nan
American,CampOwl,0,@AmericanAir re-staff and commence new policies because your industry is so embarrassed by you.,Guam
Southwest,miamicocount,0,@SouthwestAir @TheEllenShow @Imaginedragons if only that was me! 😍 #DestinationDragons,nan
United,jackiehoglund,0,@united just DM'd,Quito
Southwest,JayWogi,0,@SouthwestAir looks like you are up and running for the day. Still can't get through on the phone. Can you follow so I can dm you my info,Central Time (US & Canada)
Virgin America,BobGlavinVO,0,@VirginAmerica @ladygaga @carrieunderwood After last night #tribute #SoundOfMusic #Oscars2015 @ladygaga! I think @carrieunderwood agree,Eastern Time (US & Canada)
United,TV2Frode,0,@united you are lightyears ahead of the security control at Newark airport. They wasted 40 precious mins w bad efficiency. #frightening,Copenhagen
United,WM_j_MW,0,@united Phone,Eastern Time (US & Canada)
United,mustardman123,0,@united I need help with a missing bag.,Quito
United,laurasbrown5,0,"@united rude cust ser agents busy chatting, then yelled bc I took pic. Put me stdby when seat. Diff agent gave me seat 30min Late Flightr. Platinum",Eastern Time (US & Canada)
US Airways,Twinscream1,0,@USAirways you see now that is a lie.  They auto respond with insulting email. #sucks,nan
Southwest,scoobydoo9749,0,@SouthwestAir the ball has been dropped. My snowboard will not be making it to my destination. #totalfail #letdown,America/Chicago
Delta,Ajok81,0,@JetBlue going to San Juan!,nan
Delta,JPopsie,0,@JetBlue I'll see you on board again soon!,Eastern Time (US & Canada)
United,Scottsimanek,0,@united UA1023 sitting on Tarmac at ORD when there are visibly gates open. Reassign our gate.,nan
US Airways,ubanks,0,@USAirways this says it was estimated to leave an hour ago (it hasn't left yet) so thanks for this useful information. #TheWorstAirline,Eastern Time (US & Canada)
Virgin America,fromtheleftseat,0,@VirginAmerica Adds Pillows Instead of Lie-Flat Seats in First Class Arms Race http://t.co/rGYwJBbhm4,Arizona
United,hadAbadWeek,0,"@united can't get anyone to deal with me in person. Cowardly customer service, I can't be looked in the eyes by anyone.",nan
Southwest,laurabogart14,0,"@SouthwestAir That was Chantilly, Paris, France.",Eastern Time (US & Canada)
United,kaf_silva,0,@united I have proof that my situation now is due to company mistake,nan
US Airways,PinkBird,0,"@USAirways thank you! It's # 1875 from BWI, keep seeing different stats, from delayed to awaiting take off to delayed...",Mountain Time (US & Canada)
United,teamcrafty,0,@united We're hoping to hear from you actually.,Quito
Virgin America,the22207,0,@VirginAmerica Can you give me Silver Status for 12 months?,Central Time (US & Canada)
Southwest,ravulapati,0,@SouthwestAir for my travel I see bz class and get away are sld out. Anytime is available . How do I know how many anytime are available?,Hawaii
American,SweeLoTmac,0,@AmericanAir why would I even consider continuing your point program when I received no perks or continued bad customer service? #senseless,Quito
Southwest,Ekanewilliams,0,@SouthwestAir thank you!,nan
Southwest,WalkerAdams1,0,@SouthwestAir it's ok! Southwest is still the best airline around! Just hate when baggage room runs out.. My now checked bag has headphones!,nan
US Airways,ConstanceSCHERE,0,@USAirways Decided to be a good sport and give you guys another shot. Flight delayed. Again.,Atlantic Time (Canada)
Delta,alanbestnyc,0,@JetBlue But jet blue had Cancelled Flighted my ticket &amp; never reissued it.,Quito
United,hangsf,0,@united has the WORST customer svcs! This Kevin rep at call center must be investigated. My baggage's lost and there's no help but argument!,Alaska
United,thodge77,0,"@united flight 4567 have already been Cancelled Flightled once, been trying to get home two days. Staff being very unhelpful.",Central Time (US & Canada)
Southwest,TheDarrenHickey,0,@SouthwestAir here's a first..both pilot and first officer in galley during flight...,Eastern Time (US & Canada)
United,michaelassenza,0,@united returned from vacation + went to luggage services. Golf bag was presented in clear wrap that could've been used in the first place.,Quito
Southwest,AlMehairiAUH,0,@SouthwestAir to start daily #B737-700 flights from #Columbus OH to #Oakland on 8AUG #avgeek,Abu Dhabi
Delta,rosenrj,0,"@JetBlue we tried. They're not at all helpful. Terrible customer service, at this airport, at least.",nan
Delta,NY_US,0,@JetBlue now we are waiting over an half hr for the packages. What's wrong with you guys?? http://t.co/wVGpp3Ymz1,nan
US Airways,pinkgolftees,0,"@USAirways She spoke with someone this AM and was told that breast pumps aren't medical equipment and that she should have ""planned better.""",Mountain Time (US & Canada)
American,mwangbickler,2,"“@AmericanAir: @mwangbickler We apologize for your frustrations, Michael. Have you been rebooked?” -got call back after 10 hours. Bad.",Pacific Time (US & Canada)
Southwest,TheAndyHolland,0,@SouthwestAir my golf bag was broken on the flight I just took. What's the process for damage reimbursement?,Eastern Time (US & Canada)
American,KarineDelage,1,@AmericanAir it's been 2 hrs of wait on the phone a) worst customer services b) trying to know where my suitcase Is and way MORE 😤#ANGRY,Quito
US Airways,relaxed137,0,@USAirways yes.  Every one of these on every flight is like this.  There needs to be more Velcro or something,Arizona
American,EricDoSomeGood,0,@AmericanAir at gate c11. Your gate agents are turning paying customers away in favor of non revs,nan
American,HargobindV,0,@AmericanAir Is there a way I can get a record of all the flights I've taken with you?,Central Time (US & Canada)
Southwest,SebastianAC,0,@SouthwestAir I'm in line at the airport right now. Will you cover hotel fair or am I to sleep in the airport?,Quito
Southwest,sdemuth,0,@SouthwestAir filing it now. Thank you for your response.,Atlantic Time (Canada)
US Airways,joyousb,0,.@USAirways I rebooked myself - but Cancelled Flighting flight because crew expired after boarding is unacceptable. You started delaying at 1:30pm.,Eastern Time (US & Canada)
United,godvertiser,0,@united flight attendant doesn’t understand not understanding English doesn’t mean they are deaf. Stop yelling English slowly to them.,Eastern Time (US & Canada)
United,n_moffitt,0,"@united United Club team is A+ &amp; got me a seat Late Flightr. Still, not sure why a last min UAL Cancelled Flightlation costs me $ yet overbooked folks get $?",nan
Delta,JohnFMacky,0,@JetBlue you want me to talk to the wall?,Eastern Time (US & Canada)
Delta,nokidhungry,0,"@eatgregeat WOW~Thx for thinking of us, Greg! Heard #SOBEWFF was amazing! We've heard the same about @JetBlue (ps thx for the info) #TeamNKH",Eastern Time (US & Canada)
American,TheVirtualJosh,0,"@AmericanAir flight 1181 out of Vegas to DFW. Cancelled Flightled Sunday and Monday, no whammie today!",nan
American,Lauren_Nann,0,@AmericanAir #2298. Everyone else  was outstanding.,Eastern Time (US & Canada)
American,Allieism_,0,@AmericanAir I don't want to waste any more of my time on your airline (you've already robbed 21 hours of my day) but I definitely will.,Pacific Time (US & Canada)
United,ShawnaNewman,0,"@united thanks, just sent :)",Eastern Time (US & Canada)
American,MyCustoAdvocate,0,@AmericanAir Airline trouble this winter &amp; not getting good customer service? contact http://t.co/aQjn4HwNaC  we negotiate w/companies forU!,nan
American,ChellyChelly,0,"@AmericanAir As I already have a booked flight that I can't use &amp; can't change w/o a $200 fee, Flight Booking Problems a different type of ticket...1/2",Eastern Time (US & Canada)
Virgin America,alexster4324,0,"@VirginAmerica just promoting the product is all, had a problem with southwest and recommend noneother than the best! http://t.co/tFaNXBh1Cf",nan
Delta,DestineMedia,0,@JetBlue @dgruber1700  oh wow and I'm complaining about two hour on the run way shucks JetBlue NOT GOOD your service was better than this,Eastern Time (US & Canada)
United,_MikeDWarren_,0,"@united UA1130 Flight was a nightmare!! From poor customer service,having my confirmed seat given away.... +more issues",Pacific Time (US & Canada)
United,smithnr,0,@united appreciate getting put on hold for 20min and then getting hung up on because I was requesting help for big group. I'll try #Delta,Central Time (US & Canada)
Delta,TatianaKing,31,STOP. USING.THIS.WORD. IF. YOU'RE. A. COMPANY. RT @JetBlue: Our fleet's on fleek. http://t.co/Fd2TNYcTrB,nan
United,conlach,0,"@united I'm not this person, but I've been sitting in Denver for three hours and all I want to do is get on a plane. Please let me go home.",Central Time (US & Canada)
American,JoBarredaV,1,@AmericanAir r u serious?? 304min #delay with #AmericanAirlines #AA2444 #ohio - #dallas missed my connecting flight http://t.co/DNMsblzumr,Central Time (US & Canada)
American,cjelinjr,0,@AmericanAir why do I have to wait for 2 hours to talk to someone when you changed my flight?,Central Time (US & Canada)
Delta,DJSundog,0,.@JetBlue handled @0xjared's question like social media pros. Good practice for when our transportation systems are all run by friendly AIs!,nan
US Airways,MikeDobbinsPHX,0,"@USAirways @GregWallace66 Yea, they will give you 5 cents on the dollar!",Arizona
United,onemanvariety,0,@united every time I search a flight your site logs me out and gives error message. About to book on a different airline and Cancelled Flight my card.,Quito
Southwest,dragons_arelife,0,@SouthwestAir Hey southwest! I wanna go to see @Imaginedragons ! You guys are a lot better then jet blue.,Pacific Time (US & Canada)
US Airways,mrmorganmusic,0,"@USAirways @PDQuigley any progress? Good luck, Patrick!",Central Time (US & Canada)
Delta,PumaSF,0,@JetBlue I only fly Jet Blue,Pacific Time (US & Canada)
Delta,2AvSagas,0,@JetBlue no. come on.,Eastern Time (US & Canada)
American,salitron78,0,@AmericanAir no response to DM or email yet.  customer service?,Seoul
American,KristinaMeyer7,0,"@AmericanAir Flight Cancelled Flightled, can't go home until tomorrow. I could use dinner and a play, @AmericanAir! It's my first time in NYC.",Eastern Time (US & Canada)
US Airways,GirthBrooksLMRA,0,"@USAirways after 2 hrs of trying to reach real human, finally did and been on hold for 1:36 hrs for out of synch reservation.",Central Time (US & Canada)
American,chiyankfred,0,@AmericanAir Kudos to ticket agents for #2224 for making passengers check bags that are too big to fit in overhead.,nan
American,TejasGooner,0,@AmericanAir your message was delayed I just responded,Central Time (US & Canada)
United,ganteisan,1,@united already done that. the answer i got was... oops we can give you miles and we're very sorry. but who pays for my discomfort for 9 h?,Santiago
Delta,djcheros,0,@JetBlue DONT LOSE MY LUGGAGE!!!,Eastern Time (US & Canada)
US Airways,corybronze,1,"@USAirways My wife, sick 3yr-old-twins, and I have been waiting in line now for 2hrs to see an agent! Phone agent said nothing til Tuesday!",nan
American,sannimaarit,0,"@AmericanAir Thanks, she did her best. Staying the night in Dallas, new trial to Detroit via Atlanta tomorrow, assuming no Cancelled Flightlations.",Helsinki
Virgin America,WWJAYD,0,@VirginAmerica morning. If I have a question regarding elevate points &amp; flights can I DM you?,Pacific Time (US & Canada)
American,_mhertz,0,@AmericanAir what an incredibly arrogant thing to say while I sit here at O'Hare waiting for your incompetent airlines to refuel on a...,Pacific Time (US & Canada)
American,TheJoshAbides,0,"@AmericanAir I made my flight but then still had no update emails when I landed, no info ever sent on that or second flight. Losing my biz.",Eastern Time (US & Canada)
US Airways,beachylinda,0,@USAirways now in a black hole of your phone system,nan
Southwest,erinpeep,0,@SouthwestAir That would be great. Thank you! I'll send it over when you follow.,Pacific Time (US & Canada)
United,mortgagejake,0,@united does forelock guarantee the fare only or fare &amp; seats?,Atlantic Time (Canada)
Southwest,GameDaySweetie,0,"@SouthwestAir thank you, someone finally answered and was able to change my flight that was Cancelled Flighted bc of ice. Thank you for response",nan
Southwest,realMattHolt,0,@SouthwestAir chances of flight leaving BNA tomorrow at 6:20 am (to LGA)?,Eastern Time (US & Canada)
American,SentieriMelinda,0,@AmericanAir please help us get home tomorrow!!!!!,nan
United,denitiodeltoro,0,@united was so on point for 5/6 of my flights this past week . . But this last one really sucks shit,Central Time (US & Canada)
Southwest,jparkermastin,0,@SouthwestAir @jparkermastin  customer service has been very passive in their response. Disappointed. I have only flown SW but am rethinking,nan
United,Spencerklein,0,@united so the last seg of my flight from Denver (DEN) to hayden/steamboat (HDN) for 8am got Cancelled Flightled and I need help finding my luggage,Eastern Time (US & Canada)
US Airways,Marcusluft,0,@USAirways my wife left her phone on flight AWE474 on Friday February 20th upon landing in Minneapolis. How can we get it back? Thanks!,Eastern Time (US & Canada)
US Airways,trevels11,0,@USAirways Almost home ...East Coast Freeze headed to PHL connect AVP TGIF http://t.co/WXowZhpgfL,nan
United,pjmartin44,0,@United gate announcement states delay due to maintenance yet app says Late Flight arriving aircraft  tell the truth! @unfriendly,Eastern Time (US & Canada)
Southwest,spstpierre,0,@SouthwestAir + @twitter  = outstanding customer service!  Thank you!,Mountain Time (US & Canada)
Delta,Youdownwith_LNV,0,😩😩😩 “@JetBlue: Our fleet's on fleek. http://t.co/46am1BSi2G”,Eastern Time (US & Canada)
American,otisday,0,"@AmericanAir @GolfWithWoody Don't buy it, Woody. They're making it MUCH worse with understaffing, rudeness, and pre-rookie mistakes",Eastern Time (US & Canada)
American,osteenam,0,@AmericanAir Reservation Line won't let me speak to a representative because they are too busy. They literally disconnect you. Why bother?,Pacific Time (US & Canada)
US Airways,xspike21,0,@USAirways do you post travel alerts on your website? Traveling to Bdl on Sunday morning.,Eastern Time (US & Canada)
Southwest,Foxycleo13,0,@SouthwestAir even with the 50$ voucher for picking up my bag,Central Time (US & Canada)
Southwest,wittmania,0,@SouthwestAir broke the stroller my wife and baby gate checked. They told her it's not their problem. Calling the A List Preferred line now.,Central Time (US & Canada)
US Airways,Bachelorsaurus,0,"@USAirways usually ""sorry"" doesn't involve moving people to middle seats and removing them from upgrade lists. Guess that's a club perk.",Quito
United,kevinkugler,0,"@united Don't know her last name, but Karen at your call center is terrific.  Friendly, helpful.  Terrific representative. Kudos.",Central Time (US & Canada)
United,xRaeCatherine,0,"@united During the same round trip, my NON-English speaking friend was stranded TWICE for 12+ hours each time! Most staff members were rude.",nan
Southwest,maximusKP,0,@SouthwestAir if I am enrolled in the ATL companion pass offer and booked 3 flights already before May 17 when can I start using the pass?,Eastern Time (US & Canada)
Delta,emptynester25,0,@JetBlue it's sunny and gorgeous in ny actually. What's the real reason?,nan
American,jamucsb,0,@AmericanAir thank you!,Pacific Time (US & Canada)
United,jessehaines,0,"@united I tried.   We were hung up on, twice. After speaking with someone, then put on hold for 45 minutes.  No resolution.",Central Time (US & Canada)
American,Travelingwellfl,0,"@AmericanAir My friend needs some help on her flt (she's not on Twiiter), can I DM you her info?",Pacific Time (US & Canada)
American,mwecker,0,"@AmericanAir the communications seems to be an issue too, no?",Eastern Time (US & Canada)
United,aushianya,0,@united I have a question,nan
US Airways,AminESPN,0,@USAirways thanks,Arizona
American,ianbeyer,0,@AmericanAir Requiring customers to fill out all the contact information each time seems designed to prevent or limit interaction.,Central Time (US & Canada)
Southwest,Robyn_McD,0,"@SouthwestAir she's still stranded in DC. Sat until 3:30am with 100 other kids. They were starving, and exhausted.",Central Time (US & Canada)
United,davidblevine,0,@united seriously? 2-4 hrs to get bags from IAD intl arvls to carousel 2 for custs w/Cancelled Flightled connects? I understand irrops but ridiculous!,Quito
Delta,calvinsavanna,0,"@JetBlue after applying my new tag, she left my bag on the ground rather than loading on the conveyer belt..I had to walk back 50 yards",nan
American,rakugojon,0,@AmericanAir got back eventually! Was a rollercoaster. Once I got to the airport &amp; got to speak to someone things got fixed very quick.,London
Southwest,musgrel,0,@SouthwestAir I'm trying to get home to Nashville. I've been stuck in Dallas 2 days will my flight get out in the morning,Central Time (US & Canada)
United,almaaa08,1,@united so glad I've been waiting for 1 hour and 15 minutes and Ive been transferred 3 times without resolving anything. Worst service ever.,Eastern Time (US & Canada)
American,FunNateofPMG,0,@AmericanAir Can care less if youre without your bags for a day or a week! Ive been 3 stories in the last 3 hours...I WANT MY BAG!,Quito
American,flyneverdies,0,@AmericanAir interested in possibly changing my flight to another day...need to see if there are any fees but your number is busy,Central Time (US & Canada)
US Airways,LarrySandeen,0,"@USAirways Just discovered that they billed us $300 for the rescheduled flight, which cost me a second day of lost work.",nan
Southwest,Grae_Drake,0,@SouthwestAir Your onboard wifi is so bad it's taking me 20 minutes to send this tweet.  Working is off the table. #disappointed,Mountain Time (US & Canada)
US Airways,dailylaurel,0,@USAirways i want an Icecream baby...,Athens
American,ThatsKathalina,0,"@AmericanAir , I was told my flights 2516 &amp; 2244 was Cancelled Flightled. But I don't seem to have any date/time changes. I've been waiting for a call",Eastern Time (US & Canada)
American,WishUpon_26,0,@AmericanAir can you guys help me please?,Eastern Time (US & Canada)
Southwest,tmahal,0,"@SouthwestAir @intuit @jhamilton2007 4 moms, 4 careers, 1 day trip to LA. #intuitlife #leanin http://t.co/2qJbCv5jzq"" #southwestairlines",nan
American,drguzman,0,@AmericanAir approaching three hours sitting in the plane on the ground at DFW on #AmericanAirlines flight 3056 - Oscar performance,Central Time (US & Canada)
United,GaryMartinNYC,0,@united Flight 280,Eastern Time (US & Canada)
Virgin America,Cuschoolie1,0,"@VirginAmerica help, left expensive headphones on flight 89 IAD to LAX today. Seat 2A. No one answering L&amp;F number at LAX!",Quito
US Airways,stevan_hicks,0,@USAirways 1729 connecting in charlotte to houston. Mechanical issue determined while q'd to take off. And we checked our bags.,nan
American,Dumas2TTG,0,@AmericanAir don't merge with an airline that ain't ready for prime time and book your elite flyers on it! #NotHappy @USAirways #NeedCoffee,Arizona
United,GusSpaulding,0,@united thank you for fully boarding flight 1689 this morning before noticing we had no pilots. #fail,nan
American,Amrutafrika,0,@AmericanAir sent,nan
United,4wordSOUL,1,"@united just like clockwork, Friday afternoon flights from LAS to DEN running Late Flight. Why does this seem to happen so consistently #KeepIt100",Mountain Time (US & Canada)
US Airways,GignacForLowell,0,@USAirways for a response in 3-4 days? No thanks,nan
Delta,ChuckDLC,0,@JetBlue @martysg Spoke to Corp. Customer Support already.  Shame.  Probably a reasonable and cheaper resolution to be had.  Regards,nan
United,gregliefooghe,0,@united new 737 plane; wifi: not working. Entertainment: non existent. New Seats: seriously uncomfortable. Really? #unitedfail UA1550,Pacific Time (US & Canada)
US Airways,SS8085,0,"@USAirways After today,no reason 4 anyone to not approve merger with @AmericanAir,other airlines have no reason to fear losing business to U",Eastern Time (US & Canada)
US Airways,sydlisterney,0,@USAirways thank you!,Quito
American,jhamby1,0,@AmericanAir The flight is the wrong day. Confirm # USXLON. Departure on 5/21 should be 5/22 for 2 people,Eastern Time (US & Canada)
US Airways,mcarroll_,0,@USAirways Finally got ahold of an Agent after another hour. Thanks for the follow up.  Recommend a call back feature.,Eastern Time (US & Canada)
Delta,ProfessorpaUL15,0,@JetBlue - I will for sure. But my TSA-Pre works with other airlines. Why is Jetblue different?,Atlantic Time (Canada)
Delta,BFarraye,0,@JetBlue you guys rock!,Quito
United,steve__chin,0,"@united thx off the response, finally got through the 45 min wait and talked to someone.",Pacific Time (US & Canada)
American,TheLoveBite,0,"@AmericanAir #AmericanAirlines 1 1/2 hr wait for bags. If this is the a taste of the worlds largest airline, heaven help aviation",Pacific Time (US & Canada)
United,201Chef,0,"@united just touched down in Miami - not too far off , Nicely done united 👍",Central Time (US & Canada)
United,27_POWERS,0,@united They inquire and then do nothing about it...pretend they’re interested. Responded to your DM and no response back...,Pacific Time (US & Canada)
United,FarmerFlo,0,@united my last call your customer service agent called me back... As he was stuck on hold to air Canada.. Just hope he's booked me a flight,nan
Delta,MoniqueRose18,0,@JetBlue Received an invitation to participate in e-rewards. Is this legit from JetBlue? Just double checking bc the site looked different.,nan
Delta,hugovzolano,0,@JetBlue thanks. I will use the extra time to do some more shopping! Did somebody say duty free?,nan
US Airways,tjchesters,0,"@USAirways Seriously, flight delay Cinci to Philly due to new ground staff, miss connection to MAN UK and now have to argue for hotel. WTF",nan
United,rick4tkins,0,"@united that's what I tried to do, but when entering email into 2nd device made email typo. No way to fix it &amp; no option to log out/in!!!",nan
United,Decode_NewYork,0,@united How can I file a claim when your agents won't let me speak to a supervisor? My claim number is expired because you WON'T find my bag,Eastern Time (US & Canada)
American,macario2,0,"@AmericanAir we are waiting flight 919 !
We are at JFK for about 24h !! #NewYork #919 #viracopos #AmericanAirlines http://t.co/3FheS0lPMU",Brasilia
Southwest,TiscarenoMark,0,@SouthwestAir Conf #8Q6MFD Finally got through &amp; told the flight was completely booked.  That would have been better info than advise 2 call,nan
American,AesaGaming,0,@AmericanAir Do you have any sort of live chat feature? We're in the UK right now and that call would cost us alot. :(,nan
American,jacquelinewins6,0,"@AmericanAir 
Not giving you a hard time...Just looking for basic customer service after AA lost my bag. ETA on it's return, please????????",nan
United,ryanaround,0,@united Thank you. Took care of everything and made it right. That's the experience I'm used to. Opened the app to find flight changed.,Pacific Time (US & Canada)
United,saraholbrook,0,@united reservation was made last July. I want to know why I wasn't reseated. This only happens on international itineraries,nan
American,rundallas57,0,"@AmericanAir although you have no control of the weather, you came through with a great customer service",nan
American,219jondn,0,@AmericanAir no other (what should be valid) Circle Pacific itineraries can be booked either - always makes all US dest. invalid 4 last leg,Quito
Southwest,stacymichael14,0,@SouthwestAir  I have a flight 2/22 @930 am from Fort Lauderdale to bwi.. Can I Cancelled Flight that flight ? Flight 3458 trip I'd 314505529,nan
United,iamawarplane,0,@united I took care of it myself. Had to rent a car and drive 3 hours to retrieve my belongings. Due to united errors.,nan
American,SamuelWatkin,0,@AmericanAir how realistic is it to make an 80 minute domestic to international transfer at JFK for a non US citizen?,London
Southwest,Brianne_Sanchez,0,@SouthwestAir Thanks! Confirmation number just DMed. Appreciate any help!,Central Time (US & Canada)
Delta,billykaos,0,"@JetBlue continue button generated a trip to ""plan your trip page""
regardless of how far along I was in Flight Booking Problems process
hint: the end of it",Eastern Time (US & Canada)
United,raulcordenillo,0,@united Thanks! I'll fill up the form as soon as I land. I don't like being duped so I hope you will appreciate my feedback &amp; will be better,Stockholm
United,Ssanchik,0,@united Contacted yesterday and was told that there's nothing they can do - they suggested I email for some compensation ??? cust service???,nan
US Airways,bdaneu,0,@USAirways your phone system is not working at all I have been bumped again so now I am at 3 times I need to get out of mco,Eastern Time (US & Canada)
United,JSJ35,0,@united you're terrible.,Eastern Time (US & Canada)
Southwest,tikidaisy,0,@SouthwestAir Well plane arrived pretty much on time and it's 68 degrees on the ground in Texas. Not much to complain about.,America/New_York
Southwest,Kay2run,0,"@SouthwestAir Hi! Winter Wx Advisory issued for STL. Snow &amp; Ice &amp; Cold, oh my! Will you issue a travel advisory for that?",Central Time (US & Canada)
Southwest,chaseagiles,0,@SouthwestAir Great job with the Passbook integration! It’ll really help streamline the commute to San Fran! 😊☕📲✈,Mountain Time (US & Canada)
United,EEMarone,0,@United ticket counter Masters out of SMF not very helpful.,nan
United,tpensari,0,@united diverted and missed our connecting flight. Was just told that my bag is on it's way to MSY. If you only had people that cared,nan
