Date,Hit Sentence,Country,Reach,Twitter Authority,Twitter Screen Name,Twitter Followers,Twitter Following,State
03-Feb-2022 07:54AM,"RT @NicholasTyrone: Finally read all 106 pages of the government's Brexit benefits policy paper. It's filled with things we could have done while still in the EU, stuff this government can't or won't really do, and things that are actively harmful to the country. Is this all there is to Brexit?",United Kingdom,1334,6.0,Capitaine Botseye 🏴󠁧󠁢󠁳󠁣󠁴󠁿🇮🇪🏴󠁧󠁢󠁷󠁬󠁳󠁿,1334.0,1995.0,England
28-Jan-2022 09:02AM,RT @caromitchell1: @marcuscarslaw1 They’re coming up with joining the eu too terrible lies,Russia,9924,7.0,Billy MacKenzie 🇬🇧🇺🇸🇮🇱,9924.0,9518.0,Irkutsk Oblast
10-Feb-2022 07:34AM,"RT @Sonnet_Lumiere: If I get argument from Brexiters about EU red tape, I just ask them how they would prevent China or India mass selling poor quality electronic goods & toys to the UK? Would they have to meet UK health & safety compliance & standards? If so how would they know that they do?",United Kingdom,9112,7.0,Olga Burton #Rejoiner #GTFTO,9112.0,9452.0,England
03-Mar-2022 10:54PM,"RT @Mikenotsoyeadon: The EU has banned RT and Sputnik, not because it's spreading 'misinformation', but because it's providing a different side to the argument. We don't live in a society of free speech, but a society of censorship and mind control!",United Kingdom,689,5.0,Sandy Hill,689.0,1409.0,England
08-Mar-2022 09:15PM,@mag_rfc I believe it’s basically saying that if British Government cut tax/VAT Northern Ireland won’t benefit from it as much as the EU control Northern Ireland rates to a degree 🤷‍♂️ could be completely wrong tho 😂,United Kingdom,556,5.0,NorthAntrimMatt🇬🇧,556.0,651.0,Northern Ireland
24-Feb-2022 07:24PM,"RT @IanDunt: This sickening little man. Remember this. Remember what he is. And producers should remember it too, next time they want to book him to pontificate on freedom and Europe. ; Well, I was wrong. Putin has gone much further than I thought he would. A consequence of EU and NATO expansion, which came to a head in 2014. It made no sense to poke the Russian bear with a stick. These are dark days for Europe.",Unknown,504,5.0,NoMorePlease,504.0,343.0,nan
26-Jan-2022 03:53PM,@BrexitBuster @SueSuezep This is exactly what I said this morning when I heard that so called excuse. He has ‘robbed a bank’ and so have his #Tory conspirators. #ToryScum #ToryCorruption #ToriesUnfitToGovern,United States,311,4.0,Wayne Bennett 😷 🇪🇺🇬🇧🏴󠁧󠁢󠁥󠁮󠁧󠁿 #FBPE,311.0,1080.0,Georgia
15-Feb-2022 11:35PM,RT @TomLondon6: WHEN did British people NORMALISE having food banks in what is a developed country? No other country in Europe has anything close to the appalling Dickensian HUNGER of the UK WHAT IS WRONG WITH THE BRITISH PEOPLE that they think this is somehow OK?,United Kingdom,3805,7.0,"PAC,#FBPE,#FBPPR,#JohnsonOut,#takebackBritain",3805.0,3538.0,Scotland
16-Jan-2022 07:51AM,@KateWilton1 You are stupid enough to beleive that media fake news. I can see why you voted remain. I bet you still think the EU is perfect despite stealing UK vaccine,United Kingdom,418,5.0,as,418.0,358.0,England
28-Jan-2022 11:58PM,"RT @ikeijeh: It costs over £100m a year to pointlessly shuttle the EU Parliament between Brussels & Strasbourg every month. While we were in the EU I can't recall a single ITV news report about it. But the UK govt. spending 1/200th of that on a one-off diplomatic visit? Wall-to-wall coverage. ; 'I used the government plane. That is why we have a government plane' @TrussLiz says 'every government decision is based on value for money' after confirming she flew to Australia on the government's private jet - a trip estimated to be worth around £500,000 https://t.co/pbt4gaE6bC",Unknown,44,3.0,@kate~#KBF,44.0,155.0,nan
30-Jan-2022 08:49AM,European Union German suspect under more suspicion... https://t.co/sXTUqWjJnn,Unknown,4018,7.0,Paul_Henri_Cadier,4018.0,4410.0,nan
01-Feb-2022 06:15PM,"RT @RussInCheshire: 33. Johnson is “a bastard [who will] do anything to wriggle off the hook” 34. “I have to say, isn’t the PM just fucking awful?” 35. “He’s dead, we’re just waiting for the coroner” 36. “I am currently in Europe and can report the PM is turning our country into a laughingstock”",Unknown,17910,8.0,London Tim #FBPE 🇬🇧🇪🇺🇲🇺🔸️,17910.0,17270.0,nan
03-Feb-2022 06:42PM,RT @johnredwood: There has been a large surge in imports from the EU and elsewhere into Northern Ireland as the EU has diverted trade from GB by its over the top interpretation of the Protocol. When will the U.K. government call time on this EU conduct which breaks an international agreement?,Unknown,9692,7.0,Heidi 🇬🇧 #DrawYourLine #TogetherDeclaration,9692.0,9182.0,nan
05-Mar-2022 01:09PM,RT @PeterStefanovi2: QT @PeterStefanovi2: THIS RELENTLESS LYING HAS TO STOP ; Boris Johnson has told MP’s the UK has taken more refugees since 2015 then any other country in Europe NOT TRUE - Germany took in more refugees in a single year (2019) than the UK did in the six years from 2015 to 2020 THIS RELENTLESS LYING HAS TO STOP https://t.co/TgrRtOTQtj,Unknown,2165,6.0,martin Burke#FBPE🏴󠁧󠁢󠁷󠁬󠁳󠁿🇮🇪🇪🇺🇺🇦🌻,2165.0,3763.0,nan
27-Feb-2022 08:47PM,RT @Diana38261174: @Dugcam Maybe British Red Cross or Samaritans? Or contact PM Boris @BorisJohnson and @vonderleyen to sort out tax free delivery through EU,Unknown,12,1.0,Ninoo🇺🇦,12.0,259.0,nan
19-Feb-2022 09:11AM,"RT @Rob_Kimbell: Last year, UK exports of goods to #4 EU member state Spain fell by £0.633bn, while UK exports to the #8 EU member state Belgium increased by £4.118bn. ONS.",Unknown,3073,6.0,Y Ddraig Goch #RyansLaw 🏴󠁧󠁢󠁷󠁬󠁳󠁿🇬🇧,3073.0,3602.0,nan
25-Feb-2022 05:48PM,"RT @donaldtuskEPP: In this war everything is real: Putin’s madness and cruelty, Ukrainian victims, bombs falling on Kyiv. Only your sanctions are pretended. Those EU government’s, which blocked tough decisions (i.a. Germany, Hungary, Italy) have disgraced themselves.",Iceland,7391,7.0,Pete M,7391.0,6824.0,nan
25-Feb-2022 05:14PM,"QT @leighkeystone: Totally agree. Imagine milliband or corbyn or starmer or Theresa may?? Madness. Actually Boris stacks up well against any of the Eu leaders! And as for Biden wtf?? ; I'm not a Boris fan, I just know he's a million times better than socialism or the likes of Theresa May. But I have to say, Boris Johnson is the only leader that is giving real leadership during this crisis. The EU lot are proving gutless. Cometh the hour, cometh the man!?",United States,505,5.0,john helme,505.0,1085.0,California
28-Feb-2022 06:27AM,RT @NeilMaclaren1: You should study some history. It was the Brits and its commonwealth along with America that saved Europe from tyranny in 1945. It was also the Brits that ended slavery in 1833.,Unknown,3494,7.0,#WokeIsExtremism. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 in 🇬🇧,3494.0,5002.0,nan
17-Jan-2022 12:18PM,"@jayanndee @TerryBrock2 I will not take any notice of people who hate their children. Want them to receive less training, compete with EU nationals for UK jobs & receive lower wages. Brexit is working for British workers, lowest youth unemployment for over 30 years, You want UK workers on benefits. https://t.co/YsOXpKj2Bw",United Kingdom,421,5.0,as,421.0,357.0,England
31-Jan-2022 02:18PM,RT @rjbarfield1: I’d quite like freedom from Brexit. Just think of the benefits we could all gain.,Unknown,25010,8.0,DCminx 🕊️🌍🔥🌱🌳,25010.0,27498.0,nan
22-Feb-2022 09:00PM,@moanahleeza @rodbishop15 One of the remonger predictions is coming true except it's not because of brexit so only half right lol. https://t.co/Um6cM4ktVM,United Kingdom,1023,6.0,Stanley 🇬🇧 🏴󠁧󠁢󠁥󠁮󠁧󠁿,1023.0,942.0,nan
25-Feb-2022 10:33AM,RT @johnmagill1984: @Antipolluters @mitsyarty @AntonyHookLD Putin threatened to cut the gas to the EU. The EU folds. The end.,Unknown,3055,6.0,Dianna,3055.0,3426.0,nan
14-Jan-2022 05:55PM,"RT @jmeredith96: Brexit won't go away once we get #JohnsonOut. We can only start to deal with Brexit once we get all of the Tories out, and we take a common-sense approach to the situation. We're not going to get back into the Union straight away. It will take time. Patience is needed.",Unknown,5574,7.0,Laura Phelan,5574.0,5710.0,nan
04-Mar-2022 09:25AM,MSM crowing about a couple of yachts being seised by EU members but no mention of Germany allowing Putin’s yacht to leave Germany. Germany are in Putin’s pocket as a result of their dependence on Russian gas and oil.,United Kingdom,793,5.0,John mised,793.0,723.0,England
02-Mar-2022 12:05AM,RT @rafaelbehr: Column: When Ukraine reaches out to Europe it is invoking an idea that a generation of British politicians has treated with denial and derision. That will now have to change. https://t.co/rPz9QplJ7i,United Kingdom,5164,7.0,Gytha Ogg 🕯 🇺🇦🐟 #dogooder 🌻 #notmypm🎪🕷,5164.0,5273.0,England
21-Jan-2022 09:43PM,This scandal reveals a Conservative party corrupted by Boris Johnson – and by Brexit | Jonathan Freedland https://t.co/fu74pzDGEv,United States,1245,6.0,La Reine des Metaphores (La sagesse des vielles),1245.0,898.0,Connecticut
05-Feb-2022 03:12PM,"QT @KariLake: You could say exactly the same about @BorisJohnson , couldn't you? ; To date, Joe Biden has sent more troops to Eastern Europe than the Southern Border. @JoeBiden, are you confused about which country you are President of?",United Kingdom,565,5.0,Victoria Louise,565.0,889.0,England
24-Jan-2022 10:28AM,"With Brexit weakening the U.K. and EU, and Russian money contributing to it, I wonder if Aaron Bankes is regretting his case against Carole as it’s put him in the spotlight ?",Unknown,1068,6.0,Sasha Dorey,1068.0,2056.0,nan
01-Mar-2022 01:29PM,RT @Truthse84833901: @MOB51 @MeganHartle_ Funny how the UK is leading and driving EU countries like Germany to do the right thing. Thank God for #BREXIT otherwise would not have happened. The British NLAWS doing damage would have been stopped like Germany stopped the Baltics arming Ukraine.,United Kingdom,1586,6.0,joe gee,1586.0,1627.0,nan
28-Feb-2022 12:14PM,"RT @hedgehog_farm: QT @TheTwatRises: 😂😂😂😂👍🏻 ; If Russia cuts off the gas, the EU will meet it's Net Zero target 8 years early. Every cloud.",United Kingdom,1026,6.0,Sir Dave Davies knighted tw@t CONJOB-19,1026.0,319.0,England
27-Feb-2022 11:04PM,RT @peterjukes: QT @andersostlund: BTW - notice how important the EU is in this conflict. Germany finally (after understandable reluctance) stepping up to its military responsibilities. Brexit Britain is a busted flush. Nobody needs it ; Now we are talking. With more fighter jets Ukraine could establish its own no-fly zone. Great news! Day four is coming to an end but hope is still around.,United Kingdom,5376,7.0,LouBLou 🕷⚫️ #3.5% FBCoalition2024 #FBPE #Rejoiner,5376.0,5871.0,England
06-Mar-2022 07:06PM,"@VintiquesMark The sooner we get the bunch of charlatans in charge of our nation out, the sooner we can get our reputation back on the world stage. Preferably by reversing #brexit at the first opportunity. #BorisJohnsonOut",United Kingdom,4835,7.0,Steve Shovlar 🇪🇺🇬🇧🇺🇦🪂 #FBPE #GTTO #PROEU,4835.0,4877.0,England
04-Mar-2022 11:00PM,QT @g_gosden: Now THATS a photo op! ; #torybrexit Britain claims its place on the world stage ……. https://t.co/bFV8hmmKiB,United Kingdom,1889,6.0,Cennydd.💙,1889.0,4060.0,England
20-Feb-2022 08:08AM,"RT @anilauraoneill: Russia is planning the biggest war in Europe since 1945 - I'm sorry, but what good comes from saying such a thing @BorisJohnson?? Seriously? Why?",United Kingdom,5464,7.0,💙ewa 🇪🇺 #FBPE #FBPA #FBPPR 🕷 #RejoinEU,5464.0,5982.0,England
07-Mar-2022 06:14AM,QT @LemSip27: Still a target for laundry ; So with Brexit done and Johnson no use anymore is the UK a sitting target for Putins weapons?,Cyprus,15442,8.0,🏵ProEU-REJOIN⭐HoldThemToAccount-RemindThem-Resist,15442.0,13677.0,nan
26-Feb-2022 10:17AM,"QT @MikeHomer2: Yes please, be happy to be invaded by the EU and throwing out this Govt! ; Interesting argument from Nigel (Oswald?) Farage that Ukraine brought the invasion on its self by breaking away from Russia's bloc. Using the same argument does the EU have the right to invade the UK because it broke away from their bloc to do its own thing",Unknown,5040,7.0,"steve #FBPE,#FBPPR,#JohnsonOut",5040.0,5302.0,nan
27-Jan-2022 08:41PM,"RT @FlowersEnglish: Name anyone that is not that voted for BREXIT but a terrified of admitting it. That is how all parties in WHITEHALL have got us. Silence while we wait to be bred, mass immigrated to by them and waiting for the end times. All like time before us in Germany. ; @Sue77123842 @bobs350_O @FlowersEnglish @Tricky9993 Islamophobia means dislike of or prejudice against Islam especially as a political force within UK. I am Islamophobic. There is nothing wrong with that. It is a justifiable opinion. I don't want to kill or hurt Islamists. I would like them to live long & prosper but not here.",Unknown,14443,8.0,English Flowers,14443.0,14622.0,nan
12-Jan-2022 07:19PM,"RT @Andrew_Adonis: There have been an amazing 47 ministerial resignations over Brexit, or by Brexiters, since 2016. Is the 48th, and greatest of them all, about to happen? https://t.co/M1jlIssCuh",Unknown,5653,7.0,David Bryan Payne#FBPE,5653.0,5001.0,nan
20-Mar-2022 05:53AM,"RT @NewtonGrunnion: I'm seriously considering accepting a Twitter ban to say what I really think about what the fücking useless, corrupt, morally-bankrupt, egocentric, psychopathic #NotMyPM said about Ukraine/Brexit at the Küntservative conference today. Livid doesn't come close! #CPSC22",New Zealand,2162,6.0,Peter Tuffley #FBPE #FBPA,2162.0,2145.0,Canterbury
17-Feb-2022 11:27AM,"@SimplyStefario Is it really this simple for you, you're either Levy out or you're a Levy worshipper Turning a mid table team into one of the biggest in Europe takes a little time. Some trophies along the way would of been nice and we've been very close. We can now compete finacially.",United Kingdom,334,5.0,Glyn 🇬🇧,334.0,318.0,England
17-Feb-2022 05:39PM,@AdamBro29683783 @13sarahmurphy Perhaps it's because what he will find is that most businesses are OK with Brexit. One of the reasons our economy is doing better that the rest of the eu bloc....,Iceland,623,5.0,MGbloke,623.0,720.0,nan
20-Feb-2022 08:06PM,"RT @Rob_Kimbell: The UK has developed and extended its 🐟 fisheries capabilities — via bilateral deals — with the autonomous non-EU Faroe Islands, independent non-EU Norway and independent non-EU Iceland and is working on yet another with non-EU Greenland. And yet we've been hammered by the 🇪🇺 EU",Unknown,1846,6.0,Darren,1846.0,2867.0,nan
24-Mar-2022 11:20PM,RT @FlowersEnglish: Erdogan asks EU to relaunch membership talks for Turkey. NOW THAT IS A SCARY THOUGHT.. IN TO THE EU AND RIGHT TO THE UK. https://t.co/gwzpASp5o6,Unknown,15607,8.0,English Flowers,15607.0,14567.0,nan
15-Jan-2022 02:36PM,"RT @daigooliva: QT @WendyACronin: isso aqui é muito bom. “ah, a ômicron é tranquila, manda ver.” um mês depois: por que não recolhem mais o meu lixo? cadê os produtos na padaria? por que a clínica cancelou minha biópsia? por que a professora das crianças não voltou para a escola? eu preciso dos [tosse] serviços! ; Omicron's mild. Let it rip. One month later: Why isn't my trash getting picked up? Where's the produce at the grocery store? Why did the clinic cancel my biopsy appt? Why hasn't my kid's teacher come back to school? I demand [cough] service!",United States,448,5.0,Nebulosa da Chama #CovidPegaNoAr 😷 ✨💉✨,448.0,1704.0,Indiana
12-Feb-2022 08:42PM,QT @michrismason: https://t.co/q2L291soHp ; @BethRigby I will also respond as required. You are biased and apparently unable to prioritise important news stories. The PM is not going anywhere and Brexit will not be reversed. Your left wing agenda is failing and so are you.,Unknown,6924,7.0,SIR mexico1978RS 🇬🇧 🇮🇱👍,6924.0,7615.0,nan
09-Mar-2022 08:36PM,"RT @KayBurley: QT @SkyNews: Warning: Thermobaric weapons can suck the oxygen from human lungs without impacting the brain leaving victims to suffocate to death while fully conscious. Even if they have sought shelter below ground. Europe 2022 ; Ukraine war: Russia confirms it has used thermobaric weapons, says UK's Ministry of Defence https://t.co/jrjd08xCyD",United Kingdom,1867,6.0,Andy 💙,1867.0,2220.0,England
20-Feb-2022 11:28AM,"QT @ScotNational: It’s now a photo of opportunity just because the ones responsible for the poverty that’s driving huge queues at the soup kitchen denied an invitation. Nicola Sturgeon and Lorna Slater care about the EU & Independence, hence no time for poor Scots, going to a soup kitchen. https://t.co/TfE0EYmYIT ; His photo opportunity outside a soup kitchen beggars belief https://t.co/o8F9OZEb5S",United Kingdom,21133,8.0,𝕍𝕠𝕚𝕔𝕖𝕆𝕗𝕋𝕙𝕖𝔽𝕠𝕣𝕘𝕠𝕥𝕥𝕖𝕟,21133.0,21236.0,Scotland
16-Mar-2022 05:30PM,"RT @AnthonyAinsdale: UK is now sanctioning the most russian oligarchs, the most banks, depends on least hydro carbons, giving the most lethal aid in anti tank NLWAS & now anti air weapons, 2nd biggest humanitarian aid effort. We are running rings around EU effort to help Ukraine.",Unknown,714,5.0,RickGore 🇬🇧🏴󠁧󠁢󠁥󠁮󠁧󠁿,714.0,1205.0,nan
10-Feb-2022 02:19PM,@McrWarner @Madz_Grant @DanielJHannan Twitter no doubt has EU cultists flagged... 🙄,Unknown,3788,7.0,Mark Vipond,3788.0,1366.0,nan
07-Feb-2022 06:43AM,"RT @ArgyleLoz: When Labour were last in power the tories with their media allies ruthlessly blamed them for everything, now along with their media allies every crisis is blamed on 'global issues' Labour have to exploit this and put #Brexit/#CostOfLivingCrisis where it belongs..Downing Street..",United Kingdom,532,5.0,Steve Austin #RejoinEU REFORM#PATH,532.0,705.0,England
04-Mar-2022 11:44AM,"RT @NeilBandtock: @DeborahMeaden @BorisJohnson Reminder: EU is paying Putin,even now, €1 Billion a day for Russian gas. A few yachts aren't even scratching the surface... 🤦🏻‍♂️",Unknown,212,4.0,FenrirRazor🇬🇧🏳️‍🌈🇺🇦,212.0,629.0,nan
26-Feb-2022 10:04PM,"RT @Phillip_Blond: QT @BorisJohnson: I know his many critics will recoil from this inconvenient fact, but our Prime Minister @BorisJohnson is leading Europe by example and exhortation, Britain 🇬🇧 is doing the right thing and so must they.. ; Yesterday I urged NATO and Nordic partners to do all they can to support Ukraine and @ZelenskyyUa. I am pleased even more allies have come forward with defensive and humanitarian aid. We must stand with the Ukrainian people as they defend their country and democracies everywhere.",United Kingdom,3517,7.0,The Other Nigel. My truth.,3517.0,3223.0,nan
18-Feb-2022 04:21PM,RT @mislavkolakusic: The EU leadership completely falsely promotes bizarre ideologies as fundamental values ​​of the EU and then in a few years they will be surprised that the EU has significantly fewer member states.,United States,3727,7.0,Peter,3727.0,4897.0,Virginia
12-Mar-2022 02:28PM,RT @johnredwood: This decade we need more gas to fuel industry and heat homes. We need to help ourselves and Europe by using more of the gas under our feet. Onshore production should happen by offering landowners and Councils willing to do it a share of the revenues. It can be volunteers only.,United Kingdom,2443,6.0,David Reynolds,2443.0,2539.0,England
09-Mar-2022 04:48PM,Touching story in very tragic times. How can we be living through such situations in Europe in 2022 ? https://t.co/P55TYRlnuG #Ukraine #UkraineRussianWar https://t.co/RTS6z0fwhj,France,1269,6.0,Andrew Stephens,1269.0,1082.0,nan
09-Feb-2022 02:50PM,RT @rec777777: Some badly run businesses may not like #Brexit The majority of us have just had our best year in a long time. @BBCNews bias as usual.,Netherlands,12463,8.0,Busy Eating Crayons 🏴󠁧󠁢󠁷󠁬󠁳󠁿,12463.0,12570.0,nan
05-Feb-2022 01:10PM,"RT @vivamjm: Quelle surprise: UKG has touted bringing back the pint measure for Champagne as a supposed Brexit win – but practical difficulties... (why the fuck would the/any suppliers do such a thing for the GB market alone, unless profit in it?) https://t.co/1Cuy2ZtAHq",Switzerland,2689,6.0,Alan Neil #FBPE 🏴󠁧󠁢󠁳󠁣󠁴󠁿🇪🇺🇬🇧,2689.0,2685.0,nan
13-Feb-2022 01:25PM,@lucyallan That piece in the Telegraph absolutely stinks! The sooner you and your neoliberal colleagues are removed from office the better! #ToryLies #ToryHypocrisy #ToryCriminalsUnfitToGovern #BrexitHasFailed,Unknown,1753,6.0,Matt Grahame,1753.0,2622.0,nan
08-Feb-2022 06:55PM,RT @guyverhofstadt: Surrealism is tasking a man who said the benefits of Brexit wouldn't be known for 50 years to deliver them now! https://t.co/ydE81haG6F,United Kingdom,949,5.0,Sheila Duers#GermanyPlus🏴󠁧󠁢󠁷󠁬󠁳󠁿🇪🇺,949.0,1806.0,Wales
26-Feb-2022 09:42AM,@ChillaxBcn @AnushkaAsthana By that time there may not be an #EU judging by their pathetic performance over #Ukraine.,United Kingdom,574,5.0,Mature Sceptic,574.0,946.0,England
06-Mar-2022 04:22PM,"RT @DurhamMiner: @MalikRoxk Oh, well if Russia’s shut off ALL its gas to Germany, then Germany can close down those last few links to Russian banks it was keeping open.😉 Germany the leader of Europe? What a joke that is!!!",Unknown,714,5.0,SylvieF,714.0,1197.0,nan
18-Mar-2022 07:02PM,"RT @PaulEmbery: As leading employment lawyers have already shown, these sackings appear to be unlawful under UK law. It is a total myth that Brexit has enabled this situation. https://t.co/8Ok2O4VPJz ; Another brexit bonus, EU employment law would not have allowed these sackings. Strange that P&O are big tory party donors. Time to join the dots folks. https://t.co/5OY8o24Lzh",Unknown,3574,7.0,#WokeIsExtremism. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 in 🇬🇧,3574.0,5001.0,nan
31-Mar-2022 05:00PM,RT @Rob_Kimbell: Germany is in terminal decline and it accounts for a quarter of EU GDP.,Unknown,8416,7.0,SIR mexico1978RS 🇬🇧 🇮🇱👍,8416.0,8590.0,nan
13-Jan-2022 11:17AM,"In hindsight, do you think Britain was right or wrong to vote to leave the European Union? Right 38% Wrong 50% Why is this nasty, disastrous cult still being forced upon the country by our corrupt elites AGAINST THE WILL OF THE PEOPLE??? https://t.co/KQHlaf0ebY",United Kingdom,2424,6.0,Rightwing politics is a social virus #BLM 🇵🇸🌈,2424.0,4961.0,nan
27-Feb-2022 09:41AM,"RT @Lozzerdude: @Mal_DuBois @BBCNews Having been poleaxed by the UK's röle in leading the European response to Ukraine, @BBCNews is pretty keen to find a reason to resume criticism of the Johnson government. #DefundTheBBC",United Kingdom,1397,6.0,Lucie H,1397.0,2237.0,England
06-Jan-2022 09:15PM,"RT @Eyeswideopen69: Jacob Rees-Mogg announced today that ‘France is a safe haven for refugees except those who don't like garlic'. Irrespective of what this means, remind me again precisely why I shouldn’t call Brexiters — elected officials and those who voted for them — juvenile, racist imbeciles?",Unknown,1857,6.0,Janet O'Malley#FBPE#StrongerTogether2020,1857.0,2064.0,nan
07-Jan-2022 08:10AM,For those who say “he’s doing his best”… in the middle of a pandemic and Brexit negotiations your prime minister was whatsapping people to get them to pay for his flat. He wouldn’t know hard work or responsibility if they smacked him in the face.,Iceland,43866,9.0,Buck Frexit! 🇪🇺💙🌍 #FBPE #FBPA ElectoralReform,43866.0,20822.0,nan
26-Mar-2022 06:58PM,"RT @Andrew_Adonis: Brexit, year 2 - UK trade decimated https://t.co/c3MCIzKICL",United Kingdom,595,5.0,Ian McCormick,595.0,804.0,Scotland
14-Jan-2022 09:00AM,"RT @GowTolson: There is absolutely no doubt in my mind that the BBC has embarked on a political campaign to unseat the Prime Minister as a first step towards overthrowing the government, in order to facilitate rejoining the EU.",Unknown,33,2.0,Blue Bouy #IStandWithSirLewisHamilton,33.0,103.0,nan
13-Jan-2022 04:45PM,"RT @rodbishop15: Seems 2me that Boris & the British public are being subjected 2 the same left wing media onslaught that brought down Trump. PPE, Covid Deaths, 2ndJobs, Wallpaper, Parties etc,it’s never ending drivel designed to remove the Tories & undermine/turnover Brexit.",Thailand,1156,6.0,Praetorian Rebel 🇬🇧 🇹🇭,1156.0,2968.0,Surat Thani
24-Jan-2022 09:19AM,"RT @DMinghella: Frost has a cheek claiming the government hadn't realised there would be such a cost of living squeeze when it raised national insurance. They damned-well should have known they were uniquely exposing us to gas price hikes, and Brexit shortages would crank up inflation. Crooks.",United Kingdom,4682,7.0,Val Astles/Dowsing #FBPE #Rejoin🇪🇺#SODEM,4682.0,5143.0,Scotland
06-Feb-2022 02:21PM,RT @Rob_Kimbell: Resume artisanal abattoirs. In days gone by they were everywhere right across the UK. But the EU stopped all that. Farmers used to take their stock to local abattoirs for slaughter. These abattoirs (inspected by the Food Standards Agency) often served a single butcher's shop.,Unknown,1838,6.0,Darren,1838.0,2867.0,nan
08-Feb-2022 08:26PM,RT @honeybadgeronyt: QT @oflynnsocial: Withdraw the whip ; One of the Brexit-blockers who lost the whip but was given it back again. Now on a mission to force the PM out.,United Kingdom,1158,6.0,BestofBritish,1158.0,1983.0,nan
11-Mar-2022 03:03PM,RT @grahambsi: The #EU are supporting a windfall tax on energy companies. Plus a massive investment in renewable energy 👍,United States,5637,7.0,Jacqueline White,5637.0,6148.0,Maryland
12-Jan-2022 07:23PM,RT @johnbibby11: @AddictScrabble @alankel89244102 @Conservatives For me that letter look dodgy from day dot Bring your own booze lol Sounded like max impact u could write ✍ oust Boris Sounded like it was written by a spotty 17 year old teenager from the anti brexit left wing trash🗑 paper guardian,United Kingdom,2228,6.0,Mancal Kelly❌❌🇬🇧,2228.0,2814.0,England
21-Jan-2022 08:28AM,RT @DMinghella: They keep saying the massive sewage spillages all around the country are the fault of our Victorian infrastructure - no doubt needing modernising - but we had none of this crap before Brexit. What's going on?,United Kingdom,2166,6.0,Jenny,2166.0,2090.0,England
04-Jan-2022 02:35PM,RT @derekjames150: What a load of bollox! ; Seven in ten Britons still say they have a strong Brexit identity https://t.co/jNUWc8WVT0,France,375,5.0,Tom Paige,375.0,1047.0,nan
10-Jan-2022 01:08PM,"QT @hughosmond: 👇🏼👏🏼 ; Can we just be clear here: Japan did not particularly try to control the spread of CV in general population- no full lockdowns, no mass testing etc. They did however control infections in healthcare institutions (responsible for most deaths in Europe and US).",United Kingdom,351,5.0,chantal freeman💜 🌸 🇪🇺,351.0,917.0,England
09-Feb-2022 04:32PM,"RT @nickgutteridge: Speaking at PMQs, Boris Johnson revives UK threats to trigger Article 16 of the NI Protocol if the EU 'don’t show the requisite common sense' over border checks.",Cameroon,4391,7.0,"Q Mac: Donald & Boris, All Vets",4391.0,4593.0,South
24-Feb-2022 11:22AM,"RT @WhatNowDoc: QT @GuidoFawkes: Unintended consequences. Let’s give thanks to western “leaders”. 🙏 ; War is inflationary. Not just oil and gas - fertiliser, Russia & Ukraine are Europe's major supplier of potash. Will translate into food prices. Russia is a key exporter of minerals used in many industrial processes. After the plague, we now have war...",Unknown,10665,8.0,Jo #NoVaccinePassports #UseCash,10665.0,7196.0,nan
09-Feb-2022 11:08AM,RT @guyverhofstadt: Surrealism is tasking a man who said the benefits of Brexit wouldn't be known for 50 years to deliver them now! https://t.co/ydE81haG6F,United Kingdom,341,5.0,JoHiRi 💙🏳️‍🌈🏳️‍⚧️🇪🇺,341.0,775.0,England
21-Mar-2022 08:40AM,"QT @OutspokenSphere: #gmb ; @DickleDockle @carlbildt EU still funding #PutinsWar oil, gas & selling weapons. Disgracefully lying hypocrites. @EUparliament #Brexit #gbnews https://t.co/bx9HzpYQrf",Unknown,647,5.0,berniebernie64,647.0,916.0,nan
03-Mar-2022 02:07PM,"@zefrog @guyverhofstadt So now every rich Russians are now working for the state! And are now deemed oligarchs, don’t be so naive, eu has sanctioned 26 so far, but some are just simply wealthy Russians to hit the Russian elite in the hope to dethrone putin",Norfolk Island,241,4.0,🇬🇧SPG🇬🇧,241.0,1094.0,nan
01-Mar-2022 06:06PM,QT @PeterStefanovi2: He mustn't upset his mouth-foaming gammon supporters by showing compassion to foreigners. How else can he maintain power? ; This really is unbelievable. Whilst the EU opens its arms to Ukrainian refugees without the need for Visas @BorisJohnson tells reporters “we’re going to have a scheme by which UK companies and citizens can sponsor individual Ukrainians to come to the UK” https://t.co/CiasnjvHbM,United Kingdom,3070,6.0,David Paul Booth 🇪🇺 🇺🇦,3070.0,3341.0,England
26-Jan-2022 05:32PM,"RT @georgegalloway: The elite in Britain have plainly decided that the mountebank #BorisJohnson has to go. Though they always knew he was a cad, a bounder, as did every journalist who helped elect him in 2019. This is a coup, related to be sure to #Brexit. Every single UK TV channel is involved.",Unknown,4371,7.0,sylvia moulds,4371.0,3504.0,nan
15-Jan-2022 08:38AM,RT @HillyFoz: The EU must be watching us right now and thinking thank fuck they left,United Kingdom,1485,6.0,Mark Taylor 💙 🏴󠁧󠁢󠁥󠁮󠁧󠁿🇪🇺 #MakeVotesMatter,1485.0,1553.0,England
