Timestamp,Embedded_text,Comments,Likes,Retweets,UserScreenName
2022-06-30T23:46:30.000Z,"Polluting petrol cars and trucks make up 90% of Victoria’s transport emissions. 

To tackle climate change governments need to make it easier for people to switch to EVs, active transport and PT.
Quote Tweet
Miki Perkins
@perkinsmiki
 · Jun 30
New from me: Australia risks being ‘left behind’ as EU bans fossil fuel cars from 2035 https://theage.com.au/environment/climate-change/australia-risks-being-left-behind-as-eu-bans-fossil-fuel-cars-from-2035-20220630-p5ay3r.html…
4
12",nan,4,12,Sam Hibbins
2022-02-08T23:54:25.000Z,"Replying to 
@DawnTJ90
 and 
@FriendsOScience
Ok, what shit DOESN'T cause climate change these days? I'll just ghost write the next article, I am just as qualified as the 'tards who write all the rest of them: ""Does the Poop from The Duckbilled Platypus and The Tasmanian Devil cause climate change?""
GIF
ALT
4
10",nan,4,10,Trevor D Kidd
2022-01-19T22:18:13.000Z,"Tonight's debate on titled "" Nexus between deforestation, drought and Climate Change has been ended.

@SomaliEnvironm5 would like to thank 
@abdirizakatosh
 , 
@gabowduale
 , 
@KhalifDalmar
 , 
@JawaahirDaahir
 & 
@Awaliabukar
 who were part of tonight's debate also we thank 
@hodansomali
1
9
23",1,9,23,Somali Environmental Forum
2022-06-08T22:24:00.000Z,"The choices we make every day shape the future we give to our children. 

As a scientist and congressman, Sean has dedicated his life to fighting climate change. We need to fight to give our children a healthy planet. #IL06
4
3
16",4,3,16,Team Sean Casten
2022-03-15T23:45:04.000Z,"A federal appeals court on Tuesday rejected Exxon Mobil Corp's effort to stop Massachusetts and New York from probing whether the oil company lied to investors and the public regarding what it knew about climate change.
reuters.com
Exxon Mobil loses appeal to stop climate change probes
A federal appeals court on Tuesday rejected Exxon Mobil Corp's effort to stop Massachusetts and New York from probing whether the oil company lied to investors and the public regarding what it knew...
11
18",nan,11,18,Reuters Science News
2022-07-16T18:09:41.000Z,"The earth moves in cycles along with the north and south pole so obviously it’s going to be lovely weather in the UK and people are putting it down to climate change go learn all about the Movement cycles of the planets
7
28
96",7,28,96,rebelfrogguy
2022-06-24T23:31:29.000Z,"Replying to 
@JustinTrudeau
You can put climate change where the sun don't shine , sunshine.
1
4
47",1,4,47,Sandra Girardau
2022-06-06T21:57:52.000Z,"44% of Republicans think we need to ‘learn to live with’ mass shootings. Just like we needed to ‘learn to live with’ COVID. And ‘learn to live with’ poverty. And ‘learn to live with’ no accountability for GOP criminals. And climate change. And oppression.

Counterpoint: FUCK THAT
20
265
672",20,265,672,Andrew Wortman
2022-06-19T23:24:02.000Z,"Replying to 
@ps9714
 and 
@NoLieWithBTC
Dumb decision on their part considering florida is going to be under water in 10 years if we don’t do something about climate change
98
2
243",98,2,243,Rachelle
2022-01-26T22:18:08.000Z,"You can't have:
* Voting Rights
* Climate change action
* Student loan forgiveness
* Police reform
* Truth about civil rights history taught in schools
* Real pandemic assistance

But you can have:
a Black woman on the supreme court! As a treat! Don't enjoy it all at once!
3
14
79",3,14,79,Mekka *My Mask Protects You* Okereke
2022-06-24T22:12:50.000Z,"Tomorrow Saturday, 25th June, I will be with the 
@STFoundation_gm
  team at the 
@GLPropertiesAFR
 (Gambia) Limited Green Ville Estate in Gunjur to plant some mahogany trees. Let’s make our environment green. Climate change is real.
6
13",nan,6,13,Ismaila Fadera
2022-05-05T23:16:21.000Z,"Our last session of the day is a climate change town hall, led by Dover mayor 
@tonyrkeats
, Harbour Main-Chapel’s Cove-Lakeview Mayor Mike Doyle and MNL’s Dr. Kathleen Parewick 
@paerewyck
. We’re hearing of challenges and solutions in communities and sharing experiences.
2
4
10",2,4,10,MNL
2022-02-16T22:18:43.000Z,"China and Russia will save us from climate change

Me: no they ain't
8",nan,nan,8,Black Radical Anarchist He/Him
2022-07-03T21:41:01.000Z,"Replying to 
@BobLefridge
Cruise ships are a blight and should be banned from NZ ports.  Allowing them just makes a mockery of our climate change committments
2
8",nan,2,8,A
2022-05-12T23:41:40.000Z,"TALKING TO KIDS ABOUT CLIMATE CHANGE by Andrea Koehle Jones, founder + children’s environmental education advocate, The ChariTree Foundation
https://ecoparent.ca/eco-parenting/talking-kids-about-climate-change…

#Stockholm50 #OnlyOneEarth  #RoadToStockholm50 #ClimateAction #YouthEmpowerment #ClimateChange #outdoorlearning
4
8",nan,4,8,Andrea Koehle Jones - wonders of #nature.
2022-07-18T07:31:45.000Z,"You can apply this climate change deniers, Tory voters, Johnson supporters, just about any aspect of contemporary British life.
24
57",nan,24,57,Kwaku
2022-02-11T22:08:36.000Z,"Raise your hand if you agree that the earth is round, climate change is real and truckers should get vaccinated like the rest of us. 
149
329
1,642",149,329,"1,642",Chip Franklin.com
2022-02-04T21:50:29.000Z,"Remember- Liz Cheney & Adam Kinzinger still want to:

-criminalize abortion
-do nothing abt Climate Change
-do nothing for the poor
-set back voting rights
-make the rich richer

but they won't lie abt election 2020,
so the RNC punishes them for insufficient evil.
21
386
1,341",21,386,"1,341",John Fugelsang
2022-04-22T23:15:48.000Z,"Hurricanes, floods, fires rage as climate change hits perilous point 
@BillWeirCNN
 reports
12
26
70",12,26,70,The Lead CNN
2022-06-20T22:02:54.000Z,"Over the years, the weather has gotten more extreme due to climate change; summers have gotten hotter and more prolonged. Learn how to take action to curb global warming so that we can preserve this planet we, and hopefully, future generations call home:
activesustainability.com
6 actions to fight climate change
Reduce emissions, save energy ... What lifestyle can implement to combat global warming?
2
11",nan,2,11,The Roddenberry Foundation
2022-01-27T22:04:00.000Z,"Birds & small mammals are critical to dispersing & planting seeds. But as climate change accelerates, these creatures are migrating to new ecosystems that better suit their needs, leaving plants w/out a way to spread their seeds.

Story by: 
@andreatweather
 https://ci-intl.org/3rUZM0f
4
14",nan,4,14,Conservation Intl
2022-03-04T22:23:28.000Z,"""Coalition has done everything it can over the past decade to comprehensively fail..."" to protect people from climate change risk.
| Katharine Murphy
theguardian.com
Scott Morrison has a lot to say about democratic values. Here’s how he could actually enact them |...
‘Standing up for liberal democracy’ isn’t a soundbite, it’s a calling. It’s also an objective test a prime minister either passes or fails
21
57",nan,21,57,Stella deVulder
2022-07-06T22:31:29.000Z,"This will shake up the entire climate change narrative
Quote Tweet
Ned Ryun
@nedryun
 · Jul 5
NASA admits climate change occurs because of changes in Earth's solar orbit, not because of SUVs and fossil fuels. https://sott.net/article/420049-NASA-admits-climate-change-occurs-because-of-changes-in-Earths-solar-orbit-not-because-of-SUVs-and-fossil-fuels…
1
3
6",1,3,6,Larry George
2022-05-05T22:38:04.000Z,"and the reality is that climate change thru increased temperatures, as well as exposure to fossil fuel pollution & wildfire smoke, increases the risk of this happening to pregnant people.

keep your eyes out for The Frontline monday by 
@HerrCaitlin
Quote Tweet
Anne Branigin
@AnneBranigin
 · May 6
This is really important to note: Criminalization of miscarriage isn't some future possibility, it *has been* reality -- most of all for low-income women of color twitter.com/megancarpentie…
1
3
7",1,3,7,yessenia funes
2022-02-24T22:44:44.000Z,"this headline… the buzzfeedification of climate change
6
53
1,933",6,53,"1,933",helen
2022-03-23T22:19:46.000Z,"Tom Nelson 
@NelsonforWI
 
Candidate for U.S. Senator of WI
Currently - serving as the county executive of Outagamie County, Wisconsin

He will work for workers, farmers, and confront the threat of climate change. 

August 9, 2022: WI Primary

#wtpBLUE 
Quote Tweet
Tom Nelson
@NelsonforWI
 · Mar 22
Wisconsin farmers are our past, present, and future but we’ve lost 70 percent of our dairy farmers in past 20 years. This is a crisis! I won’t budge when it comes to supporting family farmers and fighting Big Ag. #AgDay22
1
9
9",1,9,9,Shoathree TigerBigMama
2022-04-04T22:23:40.000Z,"Replying to 
@AmaraSolomon7
 and 
@GeraldKutney
This is not just bad weather. We must continue to challenge those who say it is. We must never be shouted down, or silenced by climate change deniers.   We fight the good fight for us, them, and future generations. #ClimateCrisis #ClimateEmergency #ClimateBrawl.
2
12
27",2,12,27,Save the Planet Group
2022-06-03T23:01:00.000Z,"The summit will bring leaders together at the LA Convention Center. They’ll address the most pressing issues of the region, including immigration and human rights, the economy, democracy, and climate change.
laist.com
The Summit Of The Americas Is In LA This Week. How Will It Affect Us?
Heads of state from across the hemisphere will be in Los Angeles June 6-10 for the first Summit meeting in the U.S. in nearly 30 years.
1
7",nan,1,7,LAist
2022-03-01T22:16:21.000Z,"With climate change it seems Jamaica may be transitioning into a tropical rainforest climate with no annual dry season. We see this with some fruit trees (mangoes, starfruit, ackee, apple, etc.) that used to have seasons but now produce year-round.
Quote Tweet
Vidokti
@vidokti
 · Mar 1
As we move into March, we're not concerned about drought at this time.
10
19
43",10,19,43,Shawn Wenzel
2022-04-12T22:42:26.000Z,"Replying to 
@thejimmalo
Why are journalists like this? Seriously? 
We've got 3 years to avoid catastrophic climate change and we've got major papers treating the election like a spelling bee.
3
4
31",3,4,31,Reuben
2022-03-31T20:44:34.000Z,"Why do the Americans get this but Cdns don’t! Climate change is a non-issue to them!
103
270
794",103,270,794,Rand Ridley
2022-07-13T00:57:29.000Z,"Like, veganism is about the animals first and foremost 

But it makes me so damn furious that we're suffering the consequences of global warming rn and ppl insist on eating fucking animals if they have other options, when it's one of the main things contributing to climate change
5
9
72",5,9,72,check pinned tweet
2022-02-17T22:35:47.000Z,"EXCLUSIVE: No 
@McKinsey
, it will NOT cost $9TN a year to solve #climate change - Rept vastly underestimates growth of #solar & #wind deployment & overestimates the cost of #solutions by 
@OneEarth
's Karl Burkart  
@greendig
 #greenfinance #climateeconomy 
https://climateandcapitalmedia.com/no-mckinsey-it-will-not-cost-9-trillion-per-year-to-solve-climate-change/…
1
5
13",1,5,13,Climate & Capital Media
2022-07-10T22:42:08.000Z,"Don't take out student loans.
Stop electing globalist Democrats if you want lower costs and higher wages.
Luckily, climate change is a hoax and you can ignore this imaginary monster and focus on living.
You're welcome.
Quote Tweet
Karen K. Ho
@karenkho
 · Jul 5
Millennials are not fragile. It is a generation that is overwhelmed by several, overlapping, systemic crises and given patronizing advice like ""skip the lattes and avocado toast"" while under the weight of student loans, rising housing costs, stagnant wages, and a climate crisis.
Show this thread
31
98
505",31,98,505,Kurt Schlichter
2022-07-16T16:10:52.000Z,"It’s not Climate Change…it’s a few fine days in summer.
2
9
37",2,9,37,Scot no longer in London
2022-07-06T23:04:53.000Z,"RIGHT NOW: A bipartisan group of US Representatives from all over the country are touring 
@YosemiteNPS
 today, discussing climate change. The Sustainable Energy and Environment Coalition is spending three days here discussing plans to protect and preserve the park.
3
9
18",3,9,18,Marie Edinger KMPH
2022-07-02T23:04:08.000Z,"Crying over not getting back to ""normal"" is pathetic.
NZ, along with the rest of the world is broken, by climate change, toxic food production(farming), biodiversity loss, plagues, famine, war - and is its only going to get worse. Trying to govern in this climate is not easy.
Quote Tweet
nzherald
@nzherald
 · Jul 2
Heather du Plessis-Allan: 'We've gone from safety to misery' #HeraldPremium  https://nzherald.co.nz/nz/heather-du-plessis-allan-its-time-to-move-on-from-covid-restrictions/KV54W33MRZJI2DXE6CMS4WW3VE/?utm_campaign=nzh_tw&utm_medium=Social&utm_source=Twitter&utm_campaign=nzh_tw#Echobox=1656795679-1…
2
4",nan,2,4,New Zealand Birds
2022-02-08T22:08:29.000Z,"The other theory I have is that a lot of people who live in NYC hate living here but can't bring themselves to or don't have the resources or will to move for various reasons. 

Imagine this level of reaction but to the change in lifestyles required to slow down climate change.
6
1
51",6,1,51,Second Ave. Sagas
2022-02-01T21:50:47.000Z,"No climate change refuge for coral reefs: study

Great Barrier Reef facing another mass coral bleaching event because of record-breaking ocean temperatures.. areas of coral off Townsville and Mackay  showing signs of heat stress 
@perkinsmiki
 @theage
theage.com.au
No climate change refuge for coral reefs: study
With the Great Barrier Reef on the cusp of another mass coral bleaching event, a new study shows climate change will be devastating for all coral reefs.
3
4",nan,3,4,Environment Victoria
2022-01-30T20:55:37.000Z,"Replying to 
@defis_eu
 @UNCCD
 and 10 others
Forgive my scepticism but  I grow concerned with the stance an practice of many agencies that, as opposed to real solutions, seem engaged in acquiring the most superlative and expensive technologies for monitoring and collating diurnal climate change statuses",nan,nan,nan,NeMSI LLC
2022-07-12T03:45:41.000Z,"1. We face existential threats (e.g., climate change).
2. We can address these threats thru rational action (which has advanced civilization) or thru prayer (which has accomplished nothing).
3. Yet a sizable part of the American population still favors prayer.

There is no hope.
38
32
159",38,32,159,Steven Tiger
2022-05-12T23:13:05.000Z,"A fossil fuel company being the world's most valuable company shows just how far we still have to go in terms of meaningful progress on climate change.
telegraph.co.uk
Apple loses crown as world's largest company to Saudi oil titan
Technology stocks hammered by cost of living crisis as Aramco is boosted by price of crude
1
4
12",1,4,12,Michael Mazengarb
2022-03-13T22:57:36.000Z,"Whether its climate change, bushfires, floods, disaster mitigation and preparedness, emergency response and just about every other issue, 
@ScottMorrisonMP
 remains stuck on a very flat learning curve. #auspol
theguardian.com
Emergency chiefs slam Coalition’s ‘fumbling’ response to floods, claiming they were warned of a...
Group says government was advised late last year of the prospect of massive flooding but did not adequately prepare communities
19
51
176",19,51,176,Rex Patrick
2022-07-06T22:12:00.000Z,"Climate Change is not just a problem for future generations--It's affecting us right now. We need to act now before it is too late.
5
10
35",5,10,35,Team Sean Casten
2022-06-07T22:54:07.000Z,"This Nikkei Big Story will also be published as part of a series on climate change led by Taiwan’s #CommonWealthMagazine, in recognition of the #UnitedNations' #WorldEnvironmentDay .

#天下雜誌

Staying afloat: Japan's growing battle against climate change
asia.nikkei.com
Japan battles flooding amid deepening climate crisis
Rising rainfall and frequent typhoons test the archipelago's flood defenses
2
11",nan,2,11,Shigesaburo Okumura @NikkeiAsia
2022-05-19T22:01:08.000Z,"The unexpected discovery of ""ghost"" fossils belonging to tiny, ancient organisms could provide insights about how life reacts to climate change in Earth's oceans
cnn.com
Scientists discover 'ghost' fossils beneath a microscope
The unexpected discovery of ""ghost"" fossils belonging to ancient tiny organisms could provide insights about how life reacts to climate change in Earth's oceans.
6
17
72",6,17,72,CNN International
2022-06-21T22:46:30.000Z,"Replying to 
@lorrrraaaaine
Plastic pollution is a serious problem. However, burning fossil fuels is the primary cause of climate change. We need to increase our efficiency, accelerate the transition to clean energy, draw carbon out of the atmosphere, and reduce our food, energy, and plastic waste.
3
10
43",3,10,43,Prof. Katharine Hayhoe
2022-07-17T22:55:00.000Z,"While simultaneously boosting the production of dangerous greenhouse gases & #climatechange

https://rawstory.com/saudi-arabia-promises-us-to-boost-oil-production-capacity-potential/…
@CleanAirMoms
 @ReSistaKay
 @seth_leitman
 @KayKosmos
 @ScientistRebel1
 @Beverlyb11
 @Pot_Pizza_Pinot
 @GreenSolarWind
 @Jhogan552
 @Ironhorse76
 @meredeetch
 @enja1949
rawstory.com
Saudi Arabia promises US to boost oil production capacity potential
Saudi Crown Prince Mohammed bin Salman Al Saud (R) and US President Joe Biden attend the Jeddah Security and Development Summit. -/Saudi Press Agency/dpaSaudi Arabia is willing to boost its daily oil...
4
5
12",4,5,12,Allan Margolin
2022-07-15T07:04:39.000Z,"Today is a good day to remember that the US is more responsible for climate change than any other country, by far
Quote Tweet
Simon Evans
@DrSimEvans
 · Oct 5, 2021
Super excited to finally share this updated analysis on the countries most responsible for climate change, now including all sources of CO2:

US 509GtCO2
CN 284
RU 172
BR 113
ID 103
DE 88
IN 86
UK 74
JP 68
CA 65

1/n

https://carbonbrief.org/analysis-which-countries-are-historically-responsible-for-climate-change…
Show this thread
18
119
274",18,119,274,Simon Evans
2022-03-26T22:12:40.000Z,"Climate change can also impact human health by worsening air and water quality, increasing the spread of certain diseases, and altering the frequency or intensity of extreme weather events.
 Rising sea level threatens coastal communities and ecosystems.
#Demvoici1 #climatechange
12
13",nan,12,13,#SaveTheUSPO #WEARAMASK
2022-02-13T23:00:12.000Z,"A #HighSeas treaty can ""ensure that there are refuges in place, great protected areas in place, that can give marine species a chance to breathe, an opportunity to survive and adapt to climate change,"" according to our 
@LizKaran
.
france24.com
Fresh hopes for landmark treaty to rescue ocean life
World leaders are under pressure to conclude years of talks on an agreement to protect open oceans that help sustain life on Earth, cover almost half the planet and currently fall under no country's…
5
12",nan,5,12,Pew Environment
2022-04-15T23:12:30.000Z,"The UN's Climate Change assessment report steers away from the gloom and doom and remind us of a future that's still remarkably possible.

https://youtu.be/9ydDNU3-ay8
8
21",nan,8,21,SciShow
2022-05-04T22:30:16.000Z,"Replying to 
@GerberKawasaki
I agree with Bill Gates that shorting TSLA is not an indication of his seriousness about climate change.  He likely thinks the stock is overvalued, which judging from his answer, he likely realizes is incorrect.
47
9
234",47,9,234,Gary Black
2022-03-16T21:42:38.000Z,"While I'm on a mega rant... the whole climate change is made up BS as well.  Wake up people!
76
338
2,255",76,338,"2,255",Beryl Whiting
2022-02-06T22:10:43.000Z,"just wanted to tell all my solar, wind and geothermal friends that i don’t think any of you are shills. i appreciate all of your efforts and hope that together we can decarbonize and solve climate change!    
19
53
810",19,53,810,isabelle
2022-05-21T22:20:22.000Z,"Replying to 
@mcannonbrookes
 and 
@MichaelEMann
So refreshing to see climate change finally being taken seriously. Albo is the best placed person to steer a diverse parliament.
2
32",nan,2,32,Leon
2022-03-21T21:58:16.000Z,"#MorrisonFail cops a mouthful from the United Nations regarding ’s poor response to  the 2030 Climate Change targets. Is there anyone Morrison has not annoyed or got off side on this planet? We have to vote this Morrison Sham-Government out. #CallTheElection
10
99
325",10,99,325,Michael Springer
2022-02-23T21:59:38.000Z,"IPCC webinar: what policy frameworks are needed to ensure a resilient and prosperous future for Australia? Following the release of the next Intergovernmental Panel on Climate Change (
@IPCC_CH
) report, join our online forum on Tues 1 March at 12pm AEDT.
science.org.au
Climate change impacts, adaptation and vulnerability – IPCC 6th
  View the event recording above.   
1
8
10",1,8,10,Australian Academy of Science
2022-04-20T22:51:06.000Z,"Why won't Michelle Steel tell the 
@ocregister
 what she stands for? 
@repsteel
 your constituents deserve to know the truth. 

Legalizing gay marriage:
declined to answer
Affordable healthcare:
declined to answer
Climate change: 
declined to answer
ocregister.com
Elections 2022: Meet Michelle Steel, two more candidates in 45th District race
GOP Rep. Michelle Steel is facing one challenger from the left and one from the right in her bid for a second term in Congress, with forecasters saying the newly drawn 45th District is the one loca…
28
41
97",28,41,97,Jay Chen for Congress
2022-07-04T23:53:03.000Z,"Fungi and #forests are friends. That makes fungi a key resource in the fight against climate change https://weforum.org/agenda/2022/07/fungi-forests-carbon-climate/… via 
@wef
 #ClimateAction
weforum.org
Is fungi the most underused resource in the fight against climate change?
Fungi networks play a crucial role in helping forests limit climate change. A project mapping this ‘Wood Wide Web’ will find out more about how it works.
1
9",nan,1,9,David Kaimowitz
2022-03-28T22:01:02.000Z,"I try to keep my opinions out of this account; people who enjoy local history have disparate political views. But Premier Kenney's tweet today deserves comment. So problematic to use this image. Such disrespect to citizens concerned about climate change.
Quote Tweet
Jason Kenney
@jkenney
 · Mar 28
3
7
50",3,7,50,Harry Sanders
2022-04-22T23:47:53.000Z,"Interesting reading Pelenise Alofa's story of Survival with Climate change in Kiribati. For me my 1st encounter was 6 years ago in . I had to move out of my 1st rental house bc of the effects of climate change. Came back from work 
high tide & bottom apartment was flooded.
1
6
16",1,6,16,OtterCapt
2022-07-18T14:52:28.000Z,"Europe is baking. Our ""real government"" and the ""party of change"" favors no change at all in Ireland's dismal climate record.
@sinnfeinireland
 @SinnFeinOgra
 - a gigantic red flag
Sinn Féin's Ní Riada sits on fence on carbon emission cuts
independent.ie
Sinn Féin's Ní Riada sits on fence on carbon emission cuts
Sinn Féin is refusing to favour either the lower carbon emission reduction target sought by farming interests or the higher mark set by the Green Party in the snap poll launched by The Corkman this...
6
6
19",6,6,19,Bryan O'Donoghue
2022-03-07T23:11:10.000Z,"The war on Ukraine has handed the world a new crisis, but global warming & this war are intertwined. Climate change squeezes human resources, sparks geopolitical crises & provides shelter from justice for fossil fuel producers.
bbc.com
Unite against climate change - Ukraine scientist
A leading climate expert says the Ukraine invasion is closing the window of opportunity to curb global warming.
1
7",nan,1,7,Peter Roopnarine
2022-01-25T23:57:54.000Z,"Since when did Jordan Peterson become an expert on climate change?  Wouldn't it be better to have a qualified scientist talking about this stuff instead?
15
1
69",15,1,69,Donald J. Robertson
2022-05-23T22:21:00.000Z,"President Biden's climate adviser David Hayes is right - protecting mature and old-growth forests, including trees 80 years and older, is a vital step forward in the fight against climate change #ClimateForests #LetTreesGrow
apnews.com
Biden forest plan stirs dispute over what counts as ""old""
BILLINGS, Mont. (AP) — President Joe Biden's order to protect the nation’s oldest forests against climate change, wildfires and other problems devastating vast woodlands is raising a simple yet...
8
25",nan,8,25,Oregon Wild
2022-02-07T23:21:38.000Z,".
@NeilYoung
 is on a rampage in 2022, doubling down 2 hrs ago on 
@Spotify
’s evils, as well as advising divesting in big banks because of abuses, esp. the difficult econ fate of millennials. And as he has for decades, he takes strong stand on climate change.
pitchfork.com
Neil Young Tells Spotify Workers to Quit Their Jobs
“Get out of that place before it eats up your soul,” he advises after taking a swing at big banks
1
7
19",1,7,19,Harvey G. Cohen
2022-07-12T00:08:34.000Z," The Majority Report #NewVideo: Herschel Walker's Bizarre Climate Change Theory: ""Good Air Decided To Float Over To China's Bad Air"" | July 12, 2022 at 01:00AM #TheMajorityReport #SamSeder #EmmaVigeland  http://j.mp/ProgressiveApplet…
youtube.com
Herschel Walker's Bizarre Climate Change Theory: ""Good Air Decided To...
Republican Georgia Senate Candidate Herchel Walker’s bizarre take on climate change categorizes air into “good” and “bad” when making an argument for the Uni...",nan,nan,nan,Punching Pussy
2022-06-24T23:55:41.000Z,"Dear Liberals, as you are burning stuff tonight and over the weekend….remember Climate Change.
28
125
375",28,125,375,Judie Hall
2022-07-13T14:50:52.000Z,"Victims of global warming have not heard of climate change 
@Latinoamerica21
 @IAI_news
 @step_iai
latinoamerica21.com
Victims of global warming have not heard of climate change - Latinoamérica 21
Analysis L21 | Climate change impacts communities. Victims of global warming have not heard of climate change.
1
1",1,nan,1,Maria del Carmen Villarreal Villamar
2022-07-18T10:40:53.000Z,"It’s actually laughable seeing all of these celebs like Gary linekar and Lewis Hamilton, lecturing the general public about climate change as if they don’t travel the world all of the time. 

It’s you people that are the problem, not us.
230
658
4,758",230,658,"4,758",Sophie Corcoran
2022-06-07T22:35:39.000Z,"Replying to 
@art_src
 @mwt2008
 and 48 others
Natural climate change is real, has been real for over 4 billion years, AGW, that is a scam.
2
8
14",2,8,14,de^mol
2022-07-10T22:40:22.000Z,"The Iranian government and regime do not pay any attention to our request and we are facing an environmental disaster as big as Chernobyl. Please be our voice. 
@IUCN
 
@insideclimate
 
@UNFCCC
 
@UNEP
 
#SaveUrmiaLake
11
13",nan,11,13,Türk Oğlu
2022-07-07T22:18:48.000Z,"Replying to 
@AnarchOnion
Are they though? The limits on fretilizer usage seem pretty arbitrary and likely not an item of first importance when dealing with climate change.
1
1
66",1,1,66,Michał Kawalec
2022-07-02T22:32:11.000Z,"It looks like the temperature pause is going to be with us for a while and the #climate change zealots are being driven mad. Where are they going to get their money and power if the world is not ending?
#ClimateCrisis #ClimateEmergency #ClimateAction 
https://wattsupwiththat.com/2022/07/02/the-new-pause-lengthens-to-7-years-10-months/…
5
3",nan,5,3,GREG MILBOURNE
2022-03-18T23:52:48.000Z,"My latest: The fourth round of UN negotiations ended without a treaty to defend ocean biodiversity from climate change and other threats but delegates see success by year’s end. https://bloomberg.com/news/articles/2022-03-18/un-fails-to-finalize-an-agreement-to-protect-marine-life… via 
@business
 @climate
bloomberg.com
UN Fails to Finalize an Agreement to Protect Marine Life
A fourth round of negotiations ended without a treaty to defend ocean biodiversity from climate change and other threats but delegates see success by year’s end.
10
7",nan,10,7,Todd Woody
2022-06-27T21:36:06.000Z,"Replying to 
@biophysics_dtu
 and 
@HeinemannLab
... rather than practising the degree of mindfulness and self-restraint that befits us academics, as we are always the first to belittle people who do not ""believe in climate change"". If the most educated people on the planet are unable to change their behaviour, that's bad news
4
15
282",4,15,282,Protein Biophysics @ DTU Bioengineering
2022-03-17T21:22:11.000Z,"Replying to 
@marcmunky
 @Rolyab44
 and 
@socialistboomer
Bernie hasn't either. We have to move on from him, too.

And no, working together with the people who GAVE us Trump, happily murder 68K+ a year for profit, push WWIII, do nothing substantive to stop climate change & ignore a million dead from plague- is not effective policy. 
1
1
16",1,1,16,gaijingirl2004 Bronx Progressive/Green.
2022-04-13T23:36:58.000Z,"Scientists say that climate change and high deforestation rates will worsen the severity of landslides across Colombia, 
@giancerullo95
 reports.
news.mongabay.com
In landslide-prone Colombia, forests can serve as an inexpensive shield
Only aerial footage captures the true scale of the horror: Houses have been flattened, roads ruined, and everything looks like it’s been covered in a film of dark-brown syrup. A sludgy scar down the...
7
15",nan,7,15,Mongabay
2022-03-02T23:41:36.000Z,"It's shocking our Mayor & 5 councillors have rejected public feedback & are plowing ahead with this beverage cup fee, unchanged. 

Where does this money go?  Not to fighting climate change! Businesses can pocket it, unless they choose to donate to charity.  Yes, really.

#vanpoli
Quote Tweet
Rebecca Bligh 容碧麗/丽
@rebeccaleebligh
 · Mar 3
UPDATE: staff report back on single-use bylaw/issues related to the $.25 beverage cup fee. Unfortunately majority of council stuck in & voted against repealing despite objective stakeholder feedback bylaw not working & better method desired. Vote result to repeal fee  #vanpoli
9
22
65",9,22,65,Mark Marissen
2022-06-10T22:20:05.000Z,"Totally not vax injured, it's probably from climate change.
1
4
14",1,4,14,No More Liberal BS
2022-04-11T22:15:19.000Z,"Washed-up seadragons on Sydney beaches: Why are they dying?

Their kelp habitats are under threat from climate change; flooding rains & pollutants being washed into the ocean; big surf.”

“This sort of storm is going to be more and more prevalent,” #auspol
smh.com.au
‘My god, what’s happening?’: Dead weedy seadragons wash up on Sydney beaches
Narrabeen resident Betty Ratcliffe had never seen a dead weedy seadragon on the beach. Then, in one week, she found seven.
3
12
45",3,12,45,Dr Sophie Scamps
2022-03-29T23:19:49.000Z,"In case you weren't aware yet, they plan to actively make climate change worse.

A VOTE FOR ANY MEMBER OF THIS GOVERNMENT IS A VOTE TO MAKE CLIMATE CHANGE WORSE.

Even the ones who like to pretend they are pro climate-action for the votes.
theguardian.com
Budget papers show Morrison government to reduce annual climate spending over next four years
Yearly expenditure on climate change programs expected to be 35% lower in 2025-26 than now
4
7",nan,4,7,Andrew Johnson
2022-05-11T22:00:16.000Z,"Opinion: BlackRock’s decision not to support most shareholder resolutions on climate change represents a big step back. It in effect grants permission to other investors to relax their grip
ft.com
BlackRock: taking foot off the pedal on climate change and resetting stakeholder capitalism
The US fund manager has given itself a pass on knotty environmental issues
3
18
30",3,18,30,Financial Times
2022-06-06T22:28:05.000Z,"It is baffling that this is what Conservatives think is the most pressing issue facing the country. Not homelessness. Not gun control. Not climate change. Not civil unrest. Not even inflation. Just people trying to live whole, truthful lives. I just cannot comprehend that.
4
2
33",4,2,33,"the Elevator Killer, Merv Griffin"
2022-05-16T22:50:24.000Z,"Replying to 
@zackbeauchamp
What other things just happen? Student debt? Climate change? Off-shoring? Or are these things we also expect the state to help resolve?
48",nan,nan,48,Wyrm Hatcher
2022-05-31T23:12:18.000Z,"A liberal guy set him self on fire outside SCOTUS a few weeks ago to protest climate change. 

Nobody remembers him or his name. 

Not even the democrats.
5
8
32",5,8,32,MAGAA Puppy
2022-04-07T23:02:43.000Z,"‘
@KosSamaras
, director of strategy and campaigns for RedBridge Group, which released Seselja’s scary polls says climate change was overwhelmingly the key concern.’ - 
@JennaPrice
 

https://canberratimes.com.au/story/7691059/the-climate-has-changed-and-seselja-is-feeling-the-heat/?cs=14246…  #ACTVotes #auspol 2/2
canberratimes.com.au
The climate has changed - and Seselja is feeling the heat
Zed Seselja is panicking as he faces the prospect of losing his Senate seat. And so he should...
1
3
16",1,3,16,Chris Wallace
